ID,Rating,Reviews,Size,Installs,Type,Content Rating
51,1,1,1000000,10,Free,Everyone
1918,1,3,1000000,500,Free,Everyone
646,0,1407,1400000,100,000,Free,Everyone
677,1,2,1400000,5,Free,Everyone
738,1,47,1400000,1,000,Paid,Everyone
1017,1,59,1400000,1,000,Free,Everyone
1073,0,112,1400000,10,000,Free,Everyone
1132,1,2,1400000,10,Free,Everyone
1328,0,1146,1400000,100,000,Free,Mature 17+
1409,1,28,1400000,10,000,Free,Teen
1674,1,0,1400000,10,Paid,Everyone
2164,1,4,1400000,100,Paid,Everyone
2487,0,5,1400000,100,Paid,Everyone
2800,0,768,1400000,100,000,Free,Everyone
3439,0,178,1400000,10,000,Free,Everyone
3551,1,533,1400000,100,000,Free,Everyone
3572,0,636,1400000,100,000,Free,Everyone
3761,1,222,1400000,10,000,Free,Everyone
3979,1,7,1400000,500,Free,Teen
4000,1,13868,1400000,1,000,000,Free,Everyone
4152,1,4,1400000,100,Free,Everyone
4246,1,295430,1400000,10,000,000,Free,Everyone
4770,0,126,1400000,5,000,Paid,Everyone
4960,1,0,1400000,0,Paid,Everyone
5050,0,5107,1400000,500,000,Free,Everyone
5220,1,115,1400000,10,000,Free,Everyone
5745,1,2,1400000,100,Free,Everyone
491,1,11,1500000,1,000,Free,Everyone
705,0,6,1500000,100,Paid,Everyone
982,0,3047,1500000,100,000,Free,Teen
1000,1,17,1500000,50,Free,Everyone
1236,1,96,1500000,10,000,Free,Everyone
1600,0,1861,1500000,1,000,000,Free,Everyone
1670,0,38,1500000,1,000,Paid,Everyone
1723,1,88993,1500000,10,000,000,Free,Everyone
1848,0,28,1500000,5,000,Free,Everyone
2000,0,127,1500000,50,000,Free,Everyone
2351,0,267,1500000,10,000,Free,Everyone
2362,1,3,1500000,10,Free,Everyone
2588,1,13,1500000,100,Free,Everyone
2822,1,1,1500000,10,Free,Everyone
3064,1,2,1500000,100,Free,Everyone
3302,0,8,1500000,100,Free,Everyone
3396,1,24,1500000,1,000,Free,Everyone
3490,0,56,1500000,5,000,Free,Everyone
3675,1,22492,1500000,1,000,000,Free,Everyone
3762,1,119,1500000,1,000,Free,Everyone
4064,1,194,1500000,10,000,Free,Everyone
4136,1,2,1500000,10,Free,Everyone
4143,1,55,1500000,1,000,Free,Everyone
4154,1,2,1500000,500,Free,Everyone
4484,0,322,1500000,50,000,Free,Everyone
4821,1,4706,1500000,1,000,000,Free,Everyone
5149,1,5,1500000,10,Free,Everyone
5226,1,462152,1500000,10,000,000,Free,Everyone
5729,1,10,1500000,1,000,Free,Everyone
220,0,2332,1600000,100,000,Free,Everyone
333,1,0,1600000,10,Free,Everyone
686,1,255,1600000,5,000,Paid,Everyone
743,1,552,1600000,5,000,Paid,Everyone
849,1,16192,1600000,1,000,000,Free,Everyone
965,1,16,1600000,500,Free,Everyone
1134,0,32,1600000,10,000,Free,Teen
1290,1,477,1600000,10,000,Free,Everyone
1481,1,16426,1600000,500,000,Free,Everyone
1565,1,255,1600000,10,000,Free,Everyone
2108,1,19,1600000,500,Free,Everyone
2155,1,0,1600000,1,Free,Everyone
2211,1,63,1600000,10,000,Free,Everyone
2820,1,23089,1600000,10,000,000,Free,Everyone
2965,1,93,1600000,50,000,Free,Everyone
3085,0,165723,1600000,10,000,000,Free,Everyone
3094,1,62,1600000,1,000,Paid,Everyone
3113,0,64,1600000,10,000,Free,Everyone
3560,1,1420,1600000,100,000,Free,Everyone
4372,1,513,1600000,10,000,Free,Everyone
4438,0,114,1600000,10,000,Free,Everyone
4551,1,20,1600000,5,000,Free,Everyone
4799,1,3,1600000,100,Free,Everyone
4864,1,3063,1600000,100,000,Free,Everyone
5145,1,12,1600000,500,Free,Everyone
5638,0,2256,1600000,500,000,Free,Everyone
184,1,1008,1700000,100,000,Free,Everyone
696,0,18478,1700000,1,000,000,Free,Everyone
1080,1,6267,1700000,1,000,000,Free,Everyone
1639,1,37,1700000,1,000,Free,Everyone
1702,1,2,1700000,10,Free,Everyone
1857,1,18,1700000,100,Free,Everyone
2265,0,2,1700000,100,Free,Everyone
2363,0,9,1700000,1,000,Free,Everyone
2811,1,80,1700000,10,000,Free,Everyone
3093,1,17,1700000,5,000,Free,Everyone
3401,1,3,1700000,100,Free,Everyone
3516,1,18,1700000,1,000,Free,Everyone
3525,1,82,1700000,500,Paid,Everyone
3544,1,29867,1700000,5,000,000,Free,Everyone
3604,1,276,1700000,100,000,Free,Everyone
3818,1,0,1700000,100,Free,Everyone
3865,1,16,1700000,100,Free,Everyone
3920,1,4,1700000,100,Free,Teen
4035,1,9412,1700000,1,000,000,Free,Everyone
4224,1,1,1700000,100,Free,Teen
4230,1,2,1700000,10,Paid,Everyone
4302,1,3,1700000,500,Free,Everyone
4900,1,0,1700000,1,Paid,Everyone
5103,1,4,1700000,10,Free,Everyone
5232,1,3,1700000,100,Free,Teen
34,0,63,1800000,5,000,Free,Everyone
107,1,0,1800000,50,Free,Everyone
121,1,166367,1800000,5,000,000,Free,Everyone
157,1,2,1800000,50,Paid,Everyone
565,1,705,1800000,10,000,Free,Everyone
666,1,14221,1800000,1,000,000,Free,Teen
1011,0,52,1800000,10,000,Free,Everyone
1097,0,736,1800000,100,000,Free,Everyone
1636,0,2420,1800000,1,000,000,Free,Everyone
1889,1,8,1800000,500,Free,Everyone
1897,0,59,1800000,10,000,Free,Everyone
1932,0,742,1800000,100,000,Free,Everyone
1966,1,0,1800000,100,Free,Everyone
1989,1,335115,1800000,10,000,000,Free,Everyone
2506,0,59,1800000,5,000,Free,Everyone
2728,1,18,1800000,100,Free,Everyone
2749,1,0,1800000,10,Free,Everyone
3189,1,1,1800000,10,Paid,Everyone
3191,1,5,1800000,1,000,Free,Everyone
3223,0,18961,1800000,5,000,000,Free,Everyone
3521,1,5,1800000,5,Free,Everyone
3807,1,3,1800000,100,Free,Mature 17+
3967,1,0,1800000,5,Free,Everyone
4616,1,134,1800000,1,000,Paid,Everyone
5161,1,199,1800000,10,000,Paid,Everyone
5194,0,3270,1800000,500,000,Free,Everyone
5240,1,6079,1800000,500,000,Free,Everyone
5699,1,1623,1800000,100,000,Free,Everyone
79,1,97,1900000,10,000,Free,Everyone
361,1,5227,1900000,500,000,Free,Everyone
429,0,75,1900000,10,000,Free,Everyone
883,1,7,1900000,500,Free,Everyone
1671,1,126,1900000,10,000,Free,Everyone
2541,1,72,1900000,10,000,Free,Everyone
2764,1,4234,1900000,1,000,000,Free,Everyone
2782,0,24,1900000,1,000,Free,Mature 17+
2865,0,124,1900000,100,000,Free,Everyone
3232,0,3341,1900000,100,000,Free,Everyone
3278,1,49211,1900000,1,000,000,Free,Everyone
3326,0,71,1900000,10,000,Free,Everyone
3676,1,62301,1900000,1,000,000,Free,Everyone
3722,1,4901,1900000,100,000,Free,Everyone
3871,1,1891,1900000,100,000,Free,Everyone
4249,1,70,1900000,10,000,Free,Everyone
4429,1,2,1900000,100,Free,Teen
4498,1,267378,1900000,10,000,000,Free,Everyone
4733,1,1,1900000,100,Free,Everyone
5187,1,358,1900000,50,000,Free,Everyone
5334,1,123,1900000,5,000,Free,Everyone
5490,0,464,1900000,50,000,Free,Everyone
230,1,0,10000000,10,Free,Everyone
514,1,23164,10000000,1,000,000,Free,Mature 17+
1795,1,0,10000000,100,Free,Everyone
3540,0,3,10000000,100,Free,Everyone
5306,1,0,10000000,1,000,Free,Everyone
826,1,162933,100000000,5,000,000,Free,Everyone
3039,0,22435,100000000,1,000,000,Free,Teen
3820,1,183004,100000000,10,000,000,Free,Everyone
4191,1,65146,100000000,10,000,000,Free,Mature 17+
4451,1,38419,100000000,1,000,000,Paid,Everyone 10+
4512,0,140995,100000000,10,000,000,Free,Everyone
5078,1,531458,100000000,5,000,000,Free,Everyone
256,1,2132,103000,100,000,Free,Everyone
209,1,2059,10000000,100,000,Free,Everyone
334,1,0,10000000,10,Free,Everyone
472,1,2,10000000,5,Free,Everyone
616,1,21186,10000000,1,000,000,Free,Everyone
633,1,37,10000000,1,000,Free,Everyone
794,0,24,10000000,5,000,Free,Everyone
808,1,4184,10000000,1,000,000,Free,Everyone
900,1,15765,10000000,1,000,000,Free,Everyone
1027,1,9,10000000,1,000,Free,Everyone
1043,1,77,10000000,10,000,Free,Everyone
1070,1,6148,10000000,1,000,000,Free,Everyone
1136,1,101738,10000000,1,000,000,Free,Everyone
1164,1,16637,10000000,1,000,000,Free,Everyone
1246,0,13,10000000,500,Free,Everyone
1331,0,4444,10000000,500,000,Free,Everyone
1590,1,0,10000000,5,Free,Everyone
1772,1,2669,10000000,500,000,Free,Teen
1818,1,12,10000000,1,000,Free,Mature 17+
1964,1,326042,10000000,10,000,000,Free,Teen
2170,1,11066,10000000,1,000,000,Free,Everyone
2266,1,6,10000000,50,Free,Teen
2356,0,176448,10000000,5,000,000,Free,Everyone
2490,0,48445,10000000,5,000,000,Free,Everyone
2502,1,3,10000000,100,Free,Everyone
2536,1,996,10000000,50,000,Free,Everyone
2805,0,179,10000000,10,000,Free,Everyone
2836,0,10773,10000000,1,000,000,Free,Everyone
2861,1,2,10000000,100,Free,Everyone
2944,0,536,10000000,10,000,Free,Everyone
2964,1,33177,10000000,1,000,000,Free,Everyone
2992,0,26665,10000000,5,000,000,Free,Everyone
3063,1,1,10000000,10,Free,Everyone
3090,1,0,10000000,10,Free,Everyone
3155,1,42,10000000,5,000,Free,Everyone
3159,0,52,10000000,10,000,Free,Everyone
3275,1,0,10000000,1,000,Free,Everyone
3304,1,26,10000000,10,000,Free,Everyone
3305,1,1819,10000000,100,000,Free,Everyone
3484,1,4,10000000,100,Free,Everyone
3595,1,15700,10000000,1,000,000,Free,Everyone
3602,0,191,10000000,10,000,Free,Everyone
3672,1,219821,10000000,1,000,000,Free,Mature 17+
3749,1,0,10000000,50,Free,Everyone
3845,1,0,10000000,10,Free,Everyone
3995,1,1,10000000,1,000,Free,Everyone
4047,1,104990,10000000,5,000,000,Free,Everyone
4248,1,12700,10000000,100,000,Paid,Everyone
4277,1,1,10000000,10,Paid,Everyone
4322,1,30,10000000,1,000,Free,Everyone
4375,1,66791,10000000,1,000,000,Free,Everyone
4378,1,4,10000000,100,Free,Everyone
4406,1,23453,10000000,1,000,000,Free,Everyone
4453,1,176,10000000,100,000,Free,Everyone
4472,1,6895,10000000,500,000,Free,Everyone
4526,1,18616,10000000,1,000,000,Free,Everyone
4659,1,0,10000000,10,Free,Everyone
4666,0,3311,10000000,100,000,Free,Everyone
4715,0,71,10000000,10,000,Free,Everyone
4734,1,0,10000000,100,Free,Everyone
4869,1,7320,10000000,1,000,000,Free,Everyone
4954,1,6,10000000,10,Paid,Everyone
5106,1,331,10000000,50,000,Free,Everyone
5178,1,49,10000000,5,000,Free,Everyone
5426,1,222,10000000,10,000,Free,Everyone
5570,0,2181,10000000,100,000,Free,Teen
5576,1,214878,10000000,10,000,000,Free,Everyone
5591,1,1,10000000,50,Free,Everyone
5692,0,3707,10000000,500,000,Free,Everyone
5761,1,2,10000000,100,Free,Everyone
5238,1,207,116000,50,000,Free,Everyone
5637,1,0,118000,10,Free,Everyone
42,1,831,11000000,50,000,Free,Everyone
63,1,0,11000000,50,Free,Teen
67,1,0,11000000,10,Free,Everyone
137,1,57904,11000000,1,000,000,Free,Everyone
166,1,220125,11000000,10,000,000,Free,Everyone
197,1,1,11000000,100,Paid,Teen
202,1,731,11000000,50,000,Free,Everyone
247,1,41,11000000,1,000,Free,Everyone
383,1,4,11000000,50,Free,Everyone
384,0,5,11000000,100,Paid,Everyone
524,1,39,11000000,5,000,Free,Everyone
579,1,11,11000000,1,000,Free,Mature 17+
595,1,161143,11000000,10,000,000,Free,Everyone 10+
703,0,14,11000000,1,000,Free,Everyone
779,1,0,11000000,10,Free,Everyone
860,1,0,11000000,10,Free,Everyone
1071,1,453,11000000,100,000,Free,Everyone
1105,1,133195,11000000,5,000,000,Free,Everyone
1139,1,101762,11000000,1,000,000,Free,Teen
1302,1,0,11000000,10,Free,Everyone
1360,1,83977,11000000,500,000,Free,Everyone
1369,0,126,11000000,10,000,Free,Everyone
1392,1,1015,11000000,100,000,Free,Everyone
1428,1,3,11000000,100,Free,Everyone
1460,1,19,11000000,500,Free,Everyone
1490,0,6697,11000000,500,000,Free,Everyone
1499,1,137,11000000,1,000,Free,Everyone
1509,1,23,11000000,100,Free,Mature 17+
1573,1,2,11000000,1,000,Free,Everyone
1613,1,4,11000000,100,Free,Everyone
1711,1,48,11000000,5,000,Free,Everyone
1734,0,11,11000000,1,000,Free,Everyone
1752,1,6701,11000000,1,000,000,Free,Mature 17+
1895,0,2076,11000000,500,000,Free,Teen
1942,1,6,11000000,1,000,Free,Everyone
1973,1,6850,11000000,100,000,Free,Everyone
2057,0,22551,11000000,1,000,000,Free,Teen
2086,1,369,11000000,10,000,Free,Everyone
2120,1,6,11000000,1,000,Free,Everyone
2159,1,10349,11000000,1,000,000,Free,Everyone
2191,0,129272,11000000,10,000,000,Free,Everyone
2296,1,299,11000000,100,000,Free,Everyone
2327,1,1340,11000000,10,000,Paid,Everyone
2411,1,63765,11000000,1,000,000,Free,Mature 17+
2425,1,0,11000000,10,Free,Everyone
2503,1,1137,11000000,50,000,Free,Everyone
2528,1,1010,11000000,50,000,Free,Mature 17+
2543,1,44348,11000000,5,000,000,Free,Everyone
2602,1,1295557,11000000,100,000,000,Free,Everyone
2633,0,2218,11000000,500,000,Free,Everyone
2671,1,806,11000000,500,000,Free,Everyone
2704,1,78825,11000000,1,000,000,Free,Everyone
2715,0,649,11000000,100,000,Free,Everyone
2774,1,17493,11000000,100,000,Paid,Everyone
2838,1,349,11000000,50,000,Free,Everyone
2887,0,2111,11000000,100,000,Free,Mature 17+
3076,1,33,11000000,5,000,Free,Everyone
3088,1,89,11000000,5,000,Paid,Everyone
3105,1,838,11000000,50,000,Free,Teen
3185,1,134412,11000000,5,000,000,Free,Everyone
3256,1,659395,11000000,100,000,000,Free,Everyone
3320,1,10611,11000000,500,000,Free,Everyone
3597,1,246,11000000,10,000,Free,Everyone
3631,1,2,11000000,50,Free,Teen
3634,1,1,11000000,100,Free,Everyone
3670,1,6,11000000,100,Free,Everyone
3718,1,19,11000000,500,Free,Everyone
3720,1,7149,11000000,1,000,000,Free,Everyone
3781,1,11501,11000000,1,000,000,Free,Everyone
3934,1,190613,11000000,10,000,000,Free,Everyone
3993,1,29706,11000000,1,000,000,Free,Teen
4056,1,7,11000000,100,Free,Everyone
4183,0,24,11000000,1,000,Free,Everyone
4201,1,38098,11000000,5,000,000,Free,Everyone
4236,1,3780,11000000,100,000,Free,Everyone
4253,1,11,11000000,5,000,Free,Everyone
4281,1,6,11000000,500,Free,Everyone
4351,0,2469,11000000,500,000,Free,Everyone
4362,0,498,11000000,10,000,Free,Everyone
4470,1,459,11000000,10,000,Free,Everyone
4481,1,56,11000000,10,000,Free,Everyone
4505,1,0,11000000,100,Free,Everyone
4529,1,22,11000000,1,000,Free,Everyone
4546,1,0,11000000,100,Free,Everyone
4555,0,59973,11000000,10,000,000,Free,Everyone
4720,1,3,11000000,100,Free,Everyone
4738,1,367290,11000000,10,000,000,Free,Everyone
4744,1,52312,11000000,5,000,000,Free,Teen
4774,1,5,11000000,100,Free,Everyone
4778,1,190888,11000000,10,000,000,Free,Teen
4804,1,78,11000000,5,000,Free,Everyone
4841,1,0,11000000,5,Free,Teen
4884,1,0,11000000,5,Paid,Everyone
4942,0,22513,11000000,1,000,000,Free,Everyone
4995,0,61,11000000,50,000,Free,Everyone
5004,1,135043,11000000,10,000,000,Free,Everyone
5040,0,5118,11000000,1,000,000,Free,Everyone
5126,1,10,11000000,5,000,Free,Everyone
5190,1,1506,11000000,100,000,Free,Everyone
5203,1,1,11000000,50,Free,Everyone
5225,1,23,11000000,5,000,Free,Everyone
5275,1,6,11000000,100,Free,Everyone
5349,0,196,11000000,5,000,Free,Everyone
5353,1,207372,11000000,5,000,000,Free,Everyone
5370,0,51,11000000,10,000,Free,Everyone
5502,1,227,11000000,10,000,Free,Everyone
5530,1,2,11000000,100,Free,Everyone
5535,1,3943,11000000,100,000,Free,Everyone
5564,1,54798,11000000,1,000,000,Free,Everyone
5592,0,3720,11000000,1,000,000,Free,Everyone
5736,1,5,11000000,100,Free,Everyone
1056,0,28,121000,1,000,Free,Everyone
2104,0,373,122000,10,000,Free,Everyone
32,0,1419,12000000,100,000,Free,Everyone
68,1,0,12000000,50,Free,Everyone
104,1,4,12000000,100,Free,Everyone
168,1,2,12000000,100,Free,Teen
378,1,25,12000000,5,000,Free,Everyone
390,1,460,12000000,10,000,Free,Everyone
412,1,67,12000000,1,000,Free,Everyone
425,0,19,12000000,1,000,Free,Everyone
506,1,57,12000000,1,000,Free,Everyone
550,1,0,12000000,10,Free,Everyone
575,1,17350,12000000,500,000,Free,Everyone
786,1,7779,12000000,500,000,Free,Mature 17+
987,1,1167143,12000000,100,000,000,Free,Everyone
1021,1,1511,12000000,100,000,Free,Everyone
1031,1,283,12000000,5,000,Free,Everyone
1126,1,3052,12000000,100,000,Free,Everyone
1171,1,175,12000000,1,000,Free,Everyone
1174,0,33812,12000000,5,000,000,Free,Teen
1204,1,1351833,12000000,10,000,000,Free,Teen
1251,1,7,12000000,1,000,Free,Everyone
1253,0,167652,12000000,10,000,000,Free,Everyone
1272,1,17202,12000000,5,000,000,Free,Everyone
1281,1,34,12000000,1,000,Free,Everyone
1330,1,72513,12000000,5,000,000,Free,Everyone
1350,1,95,12000000,50,000,Free,Everyone
1397,1,14026,12000000,100,000,Paid,Everyone
1398,0,5,12000000,1,000,Free,Everyone
1575,1,6808,12000000,500,000,Free,Teen
1645,1,1,12000000,100,Free,Everyone
1675,1,25714,12000000,1,000,000,Free,Everyone
1701,1,1135,12000000,100,000,Paid,Everyone
1785,1,104389,12000000,5,000,000,Free,Everyone
1787,0,8941,12000000,5,000,000,Free,Everyone
1892,1,2,12000000,1,000,Free,Everyone
1935,1,3776,12000000,100,000,Free,Everyone
2053,0,916,12000000,100,000,Free,Mature 17+
2063,1,174,12000000,5,000,Free,Everyone
2141,0,38824,12000000,1,000,000,Free,Mature 17+
2183,1,1,12000000,50,Free,Everyone
2246,1,756,12000000,100,000,Free,Everyone
2289,1,104,12000000,1,000,Free,Mature 17+
2400,1,39,12000000,5,000,Free,Everyone
2442,1,0,12000000,10,Free,Everyone
2523,0,6979,12000000,1,000,000,Free,Everyone
2527,1,617,12000000,10,000,Paid,Everyone
2575,0,230,12000000,10,000,Free,Everyone
2684,1,501498,12000000,100,000,000,Free,Teen
2737,0,8,12000000,1,000,Free,Everyone
2827,0,124,12000000,10,000,Free,Everyone
2844,1,0,12000000,10,Free,Teen
2852,1,162243,12000000,10,000,000,Free,Everyone
2882,1,26,12000000,10,000,Free,Everyone
2956,1,2215,12000000,500,000,Free,Everyone
3091,1,49,12000000,10,000,Free,Teen
3123,1,513,12000000,5,000,Free,Everyone
3152,1,1,12000000,10,Free,Everyone
3197,1,2278,12000000,500,000,Free,Everyone
3230,1,5,12000000,500,Free,Everyone
3245,1,32405,12000000,5,000,000,Free,Everyone
3287,1,0,12000000,50,Free,Everyone
3352,1,1440,12000000,100,000,Free,Everyone
3416,1,34,12000000,5,000,Free,Everyone
3471,1,877576,12000000,10,000,000,Free,Everyone
3505,1,142393,12000000,10,000,000,Free,Everyone
3524,1,2171,12000000,100,000,Free,Everyone
3535,0,7006,12000000,500,000,Free,Everyone
3568,1,2,12000000,100,Free,Everyone
3584,0,212,12000000,50,000,Free,Everyone
3652,1,27,12000000,1,000,Free,Everyone
3658,1,9,12000000,100,Free,Teen
3765,1,429,12000000,10,000,Paid,Everyone
3837,1,357944,12000000,10,000,000,Free,Everyone
3936,1,18918,12000000,5,000,000,Free,Everyone
3963,0,3,12000000,1,000,Free,Everyone
4037,1,654,12000000,100,000,Free,Everyone
4080,1,4,12000000,100,Paid,Everyone
4086,1,53,12000000,1,000,Free,Teen
4187,1,0,12000000,50,Free,Everyone
4341,0,48,12000000,5,000,Free,Everyone
4364,1,151095,12000000,5,000,000,Free,Mature 17+
4388,1,0,12000000,10,Free,Everyone
4501,0,445,12000000,50,000,Free,Everyone
4521,1,7,12000000,500,Free,Everyone 10+
4609,0,2,12000000,50,Free,Everyone
4620,1,130,12000000,10,000,Free,Everyone
4687,1,944,12000000,100,000,Free,Everyone
4695,1,444,12000000,10,000,Paid,Everyone
4696,1,178,12000000,1,000,Free,Everyone
4836,1,5482,12000000,1,000,000,Free,Everyone
4855,0,66,12000000,10,000,Free,Everyone
4930,1,256680,12000000,10,000,000,Free,Everyone
4965,1,2,12000000,100,Free,Everyone
5062,0,2328,12000000,100,000,Free,Everyone
5073,0,13253,12000000,1,000,000,Free,Everyone
5171,1,2520,12000000,100,000,Free,Teen
5173,1,8788,12000000,1,000,000,Free,Everyone
5310,1,87766,12000000,1,000,000,Paid,Everyone
5356,0,39,12000000,10,000,Free,Everyone
5362,1,382,12000000,10,000,Free,Everyone
5363,1,3,12000000,100,Free,Everyone
5425,0,1845,12000000,100,000,Free,Everyone
5470,1,10676,12000000,1,000,000,Free,Everyone
5484,1,65,12000000,5,000,Free,Everyone
5560,1,3,12000000,100,Free,Everyone
5562,1,34782,12000000,1,000,000,Free,Everyone
5582,1,396,12000000,10,000,Free,Everyone
5596,0,202,12000000,10,000,Free,Everyone
5597,1,45,12000000,5,000,Free,Everyone
5617,1,0,12000000,50,Free,Everyone
5640,1,175,12000000,10,000,Free,Everyone
5647,1,160164,12000000,10,000,000,Free,Teen
5651,1,4318,12000000,100,000,Free,Everyone
5707,0,155,12000000,10,000,Free,Everyone
5726,1,78154,12000000,1,000,000,Free,Everyone 10+
5734,1,155999,12000000,10,000,000,Free,Everyone
5737,1,287,12000000,50,000,Free,Everyone
5770,1,495,12000000,5,000,Free,Everyone
5787,1,144,12000000,1,000,Free,Teen
14,1,734,13000000,10,000,Free,Everyone
100,1,0,13000000,50,Free,Mature 17+
120,0,12414,13000000,1,000,000,Free,Everyone
379,1,90,13000000,5,000,Free,Everyone
380,1,37277,13000000,1,000,000,Free,Everyone
416,1,0,13000000,10,Free,Teen
431,0,1542,13000000,50,000,Free,Everyone
517,1,609,13000000,10,000,Free,Everyone
545,1,0,13000000,10,Free,Everyone
547,0,8722,13000000,500,000,Free,Mature 17+
590,1,253207,13000000,10,000,000,Free,Everyone
614,0,912,13000000,500,000,Free,Everyone
681,1,0,13000000,10,Free,Everyone
724,1,251616,13000000,10,000,000,Free,Everyone
772,0,48,13000000,10,000,Free,Teen
810,1,2,13000000,100,Free,Teen
836,1,1213,13000000,100,000,Free,Everyone
884,1,63,13000000,5,000,Free,Everyone
889,1,2167,13000000,100,000,Free,Everyone
920,1,0,13000000,500,Free,Everyone
933,1,2,13000000,100,Free,Everyone
940,0,126,13000000,10,000,Free,Everyone
1026,1,3309,13000000,500,000,Free,Everyone
1104,0,35,13000000,10,000,Free,Everyone
1127,0,24,13000000,10,000,Free,Everyone
1129,0,463,13000000,10,000,Free,Everyone
1135,1,6784,13000000,500,000,Free,Everyone
1138,1,1048766,13000000,10,000,000,Free,Everyone
1169,1,860,13000000,100,000,Free,Everyone
1180,1,44,13000000,1,000,Free,Everyone
1213,1,60,13000000,1,000,Free,Everyone
1242,0,5,13000000,100,Free,Everyone
1285,1,48,13000000,1,000,Free,Everyone
1286,1,272337,13000000,10,000,000,Free,Everyone
1446,0,1045,13000000,100,000,Free,Everyone
1486,1,0,13000000,10,Free,Mature 17+
1488,0,6577,13000000,1,000,000,Free,Everyone
1564,0,1972,13000000,1,000,000,Free,Mature 17+
1611,0,1461,13000000,100,000,Free,Everyone
1616,1,539,13000000,50,000,Free,Everyone
1689,1,100,13000000,5,000,Free,Everyone
1716,1,57,13000000,5,000,Free,Everyone
1755,1,769,13000000,100,000,Free,Everyone
1888,0,877635,13000000,1,000,000,000,Free,Teen
1908,1,1828,13000000,100,000,Free,Everyone
2015,1,13,13000000,1,000,Free,Everyone
2055,1,10,13000000,50,Free,Everyone
2113,1,0,13000000,10,Free,Everyone
2133,0,12,13000000,1,000,Free,Everyone
2187,1,65,13000000,5,000,Free,Everyone
2247,1,7619,13000000,100,000,Free,Everyone
2334,0,4,13000000,100,Free,Everyone
2343,1,0,13000000,500,Free,Everyone
2405,1,171017,13000000,10,000,000,Free,Teen
2449,1,0,13000000,10,Free,Everyone
2457,0,353342,13000000,50,000,000,Free,Everyone
2534,1,4108,13000000,10,000,Paid,Everyone 10+
2677,1,475369,13000000,50,000,000,Free,Everyone
2691,1,30,13000000,100,Free,Teen
2713,1,13046,13000000,500,000,Free,Mature 17+
